SIZE	TIPO 1	TIPO 1 - Description	TIPO 2	TIPO 2 - Description	Condicion	Condition - Description	CODE SF	ID	Categoria	Imagenes	Ancho	Alto	Largo	container_description
45	Dry	Seco | Dry	HC	High Cube	ASIS	Almacenaje/Modificarlo y reutilizar	45HC ASIS	134	size > 45PIES; Condition > ASIS; general > Dry > HC		2,44	2,89	13,72	Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa, oficina o cualquier proyecto modular que te haga ilucion, ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada, por su relacion, calidad - precio, es lo que que recomendamos para nuestros clientes.
45	Dry	Seco | Dry	HC	High Cube	NEW	Nuevo	45HC NEW	135	size > 45PIES; Condition > NEW; general > Dry > HC	45HCNEW_1, 45HCNEW_2, 45HCNEW_3	2,44	2,89	13,72	Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. Tiene 5 pies mas de espacio, esto aporta mas espacio para las exportaciones y permite optimizar mas los fletes maritimos, aunque no siempre es esi,
45	Dry	Seco | Dry	HC	High Cube	IICL	IICL	45HC IICL	137	size > 45PIES; Condition > IICL; general > Dry > HC		2,44	2,89	13,72	Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. Tiene 5 pies mas de espacio, esto aporta mas espacio para las exportaciones y permite optimizar mas los fletes maritimos, aunque no siempre es esi,
45	Dry	Seco | Dry	HC PW	High Cube Palletwide	CW	Apto para carga 	45HC PW CW	139	size > 45PIES; Condition > CW; general > Dry > HC PW	45PWCW_1, 45PWCW_2	2,44	2,89	13,72	Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. Tiene 5 pies mas de espacio, esto aporta mas espacio para las exportaciones y permite optimizar mas los fletes maritimos, aunque no siempre es esi,
45	Dry	Seco | Dry	HC PW	High Cube Palletwide	ASIS	Almacenaje/Modificarlo y reutilizar	45HC PW ASIS	140	size > 45PIES; Condition > ASIS; general > Dry > HC PW		2,44	2,89	13,72	Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa, oficina o cualquier proyecto modular que te haga ilucion, ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada, por su relacion, calidad - precio, es lo que que recomendamos para nuestros clientes.
45	Dry	Seco | Dry	HC PW	High Cube Palletwide	NEW	Nuevo	45HC PW NEW	141	size > 45PIES; Condition > NEW; general > Dry > HC PW		2,44	2,89	13,72	Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. Tiene 5 pies mas de espacio, esto aporta mas espacio para las exportaciones y permite optimizar mas los fletes maritimos, aunque no siempre es esi,
45	Dry	Seco | Dry	HC PW	High Cube Palletwide	IICL	IICL	45HC PW IICL	143	size > 45PIES; Condition > IICL; general > Dry > HC PW		2,44	2,89	13,72	Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. Tiene 5 pies mas de espacio, esto aporta mas espacio para las exportaciones y permite optimizar mas los fletes maritimos, aunque no siempre es esi,
45	Dry	Seco | Dry	HC PW	High Cube Palletwide	SCRAP	Chatarra	45HC PW SCRAP	144	size > 45PIES; Condition > SCRAP; general > Dry > HC PW		2,44	2,89	13,72	contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
45	Reefer	Refrigerado | Reefer	RF	Reefer Standard	CW	Apto para carga 	45RF CW	145	size > 45PIES; Condition > CW; general > Reefer > RF		2,44	2,89	13,72	Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
45	Reefer	Refrigerado | Reefer	RF	Reefer Standard	ASIS	Almacenaje/Modificarlo y reutilizar	45RF ASIS	146	size > 45PIES; Condition > ASIS; general > Reefer > RF		2,44	2,89	13,72	Contenedores utilizados para almacenar mercaderia donde por diferente motivos, su temperatura debe ser menor a la normal y los contenedores que denominamos"secos" no cuentan con el aislamiento que permita esto. Los contenedores contenedores no tienen el motor funcionando pero si tiene la estructura en optimas condiciones. 
45	Reefer	Refrigerado | Reefer	RF	Reefer Standard	NEW	Nuevo	45RF NEW	147	size > 45PIES; Condition > NEW; general > Reefer > RF		2,44	2,89	13,72	Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
